order_id,warehouse_region,shipping_cost,promised_delivery_date,actual_delivery_date,delivery_status
O0009982,Central Hub,9.33,2026-06-09,2026-06-08,On Time
O0009983,West Hub,10.3,2026-06-08,2026-06-07,On Time
O0009984,East Hub,10.9,2026-06-07,2026-06-07,On Time
O0009985,West Hub,9.52,2026-06-06,2026-06-08,Late
O0009986,East Hub,17.91,2026-06-08,2026-06-07,On Time
O0009987,East Hub,12.79,2026-06-08,2026-06-07,On Time
O0009988,West Hub,23.29,2026-06-06,2026-06-06,On Time
O0009989,East Hub,14.38,2026-06-07,2026-06-06,On Time
O0009990,East Hub,14.38,2026-06-09,2026-06-09,On Time
O0009991,West Hub,10.22,2026-06-09,2026-06-09,On Time
O0009992,Central Hub,6.71,2026-06-06,2026-06-06,On Time
O0009993,Central Hub,11.43,2026-06-08,2026-06-07,On Time
O0009994,East Hub,12.34,2026-06-09,2026-06-08,On Time
O0009995,West Hub,16.11,2026-06-07,2026-06-09,Late
O0009996,East Hub,7.79,2026-06-09,2026-06-08,On Time
O0009997,West Hub,13.26,2026-06-06,2026-06-05,On Time
O0009998,West Hub,9.82,2026-06-08,2026-06-08,On Time
O0009999,West Hub,15.61,2026-06-07,2026-06-07,On Time
O0010000,West Hub,7.36,2026-06-07,2026-06-10,Late
O0010001,East Hub,18.77,2026-06-06,2026-06-05,On Time
O0010002,West Hub,13.22,2026-06-07,2026-06-07,On Time
O0010003,West Hub,11.36,2026-06-07,2026-06-07,On Time
O0010004,West Hub,16.02,2026-06-08,2026-06-07,On Time
O0010005,Central Hub,12.98,2026-06-07,2026-06-08,Late
O0010006,East Hub,7.97,2026-06-06,2026-06-06,On Time
O0010007,East Hub,12.78,2026-06-06,2026-06-06,On Time
O0010008,West Hub,7.89,2026-06-08,2026-06-08,On Time
O0010009,West Hub,13.82,2026-06-09,2026-06-09,On Time
O0010010,Central Hub,9.38,2026-06-07,2026-06-07,On Time
O0010011,West Hub,6.46,2026-06-07,2026-06-06,On Time
O0010012,West Hub,12.3,2026-06-09,2026-06-08,On Time
O0010013,West Hub,11.38,2026-06-08,2026-06-07,On Time
O0010014,Central Hub,9.5,2026-06-08,2026-06-07,On Time
O0010015,East Hub,8.24,2026-06-08,2026-06-07,On Time
O0010016,East Hub,12.09,2026-06-06,2026-06-06,On Time
O0010017,West Hub,13.27,2026-06-08,2026-06-07,On Time
O0010018,East Hub,8.64,2026-06-07,2026-06-06,On Time
O0010019,West Hub,9.26,2026-06-07,2026-06-06,On Time
O0010020,Central Hub,9.53,2026-06-06,2026-06-05,On Time
O0010021,Central Hub,10.96,2026-06-08,2026-06-08,On Time
O0010022,West Hub,13.33,2026-06-08,2026-06-07,On Time
O0010023,East Hub,8.65,2026-06-06,2026-06-06,On Time
O0010024,East Hub,9.15,2026-06-07,2026-06-07,On Time
O0010025,West Hub,18.18,2026-06-09,2026-06-11,Late
O0010026,East Hub,18.92,2026-06-08,2026-06-07,On Time
O0010027,West Hub,13.77,2026-06-08,2026-06-07,On Time
O0010028,Central Hub,8.53,2026-06-09,2026-06-08,On Time
O0010029,West Hub,7.51,2026-06-06,2026-06-06,On Time
O0010030,West Hub,8.31,2026-06-06,2026-06-06,On Time
O0010031,West Hub,14.91,2026-06-07,2026-06-06,On Time
O0010032,West Hub,8.62,2026-06-07,2026-06-07,On Time
O0010033,West Hub,12.14,2026-06-07,2026-06-07,On Time
O0010034,Central Hub,12.17,2026-06-09,2026-06-09,On Time
O0010035,West Hub,12.43,2026-06-09,2026-06-08,On Time
O0010036,Central Hub,14.94,2026-06-06,2026-06-05,On Time
O0010037,East Hub,20.03,2026-06-06,2026-06-06,On Time
O0010038,East Hub,12.35,2026-06-07,2026-06-06,On Time
O0010039,East Hub,10.48,2026-06-07,2026-06-07,On Time
O0010040,East Hub,15.11,2026-06-06,2026-06-05,On Time
O0010041,East Hub,10.09,2026-06-09,2026-06-08,On Time
O0010042,Central Hub,9.01,2026-06-08,2026-06-08,On Time
O0010043,Central Hub,9.35,2026-06-09,2026-06-09,On Time
O0010044,East Hub,13.09,2026-06-07,2026-06-07,On Time
O0010045,East Hub,8.9,2026-06-09,2026-06-08,On Time
O0010046,East Hub,8.78,2026-06-08,2026-06-08,On Time
O0010047,Central Hub,13.75,2026-06-09,2026-06-08,On Time
O0010048,East Hub,7.7,2026-06-06,2026-06-05,On Time
O0010049,Central Hub,7.48,2026-06-08,2026-06-07,On Time
O0010050,West Hub,8.5,2026-06-08,2026-06-07,On Time
O0010051,Central Hub,17.15,2026-06-07,2026-06-06,On Time
O0010052,West Hub,8.91,2026-06-09,2026-06-08,On Time
O0010053,East Hub,17.4,2026-06-08,2026-06-08,On Time
O0010054,West Hub,9.64,2026-06-06,2026-06-05,On Time
O0010055,West Hub,7.79,2026-06-08,2026-06-08,On Time
O0010056,Central Hub,9.3,2026-06-07,2026-06-06,On Time
O0010057,Central Hub,11.1,2026-06-08,2026-06-08,On Time
O0010058,East Hub,9.63,2026-06-07,2026-06-06,On Time
O0010059,East Hub,12.15,2026-06-06,2026-06-06,On Time
O0010060,West Hub,12.42,2026-06-07,2026-06-07,On Time
O0010061,Central Hub,6.92,2026-06-09,2026-06-08,On Time
O0010062,West Hub,24.16,2026-06-09,2026-06-09,On Time
O0010063,Central Hub,7.14,2026-06-09,2026-06-09,On Time
O0010064,West Hub,7.98,2026-06-10,2026-06-11,Late
O0010065,Central Hub,7.23,2026-06-08,2026-06-07,On Time
O0010066,East Hub,7.75,2026-06-07,2026-06-07,On Time
O0010067,West Hub,17.86,2026-06-10,2026-06-12,Late
O0010068,West Hub,8.83,2026-06-08,2026-06-13,Late
O0010069,East Hub,8.05,2026-06-10,2026-06-09,On Time
O0010070,West Hub,12.27,2026-06-08,2026-06-07,On Time
O0010071,West Hub,13.96,2026-06-10,2026-06-10,On Time
O0010072,East Hub,7.47,2026-06-07,2026-06-07,On Time
O0010073,Central Hub,14.19,2026-06-07,2026-06-07,On Time
O0010074,Central Hub,8.45,2026-06-10,2026-06-09,On Time
O0010075,West Hub,24.43,2026-06-08,2026-06-08,On Time
O0010076,East Hub,10.29,2026-06-10,2026-06-09,On Time
O0010077,Central Hub,16.54,2026-06-10,2026-06-10,On Time
O0010078,West Hub,17.5,2026-06-09,2026-06-09,On Time
O0010079,West Hub,13.85,2026-06-10,2026-06-09,On Time
O0010080,West Hub,11.41,2026-06-10,2026-06-10,On Time
O0010081,West Hub,12.66,2026-06-09,2026-06-09,On Time
O0010082,West Hub,11.38,2026-06-07,2026-06-07,On Time
O0010083,East Hub,9.91,2026-06-08,2026-06-08,On Time
O0010084,East Hub,8.64,2026-06-10,2026-06-09,On Time
O0010085,East Hub,10.87,2026-06-09,2026-06-09,On Time
O0010086,East Hub,11.35,2026-06-08,2026-06-07,On Time
O0010087,East Hub,12.21,2026-06-09,2026-06-08,On Time
O0010088,West Hub,13.52,2026-06-10,2026-06-09,On Time
O0010089,Central Hub,11.39,2026-06-09,2026-06-08,On Time
O0010090,East Hub,10.44,2026-06-07,2026-06-07,On Time
O0010091,Central Hub,11.82,2026-06-09,2026-06-13,Late
O0010092,West Hub,14.98,2026-06-08,2026-06-13,Late
O0010093,East Hub,12.76,2026-06-08,2026-06-07,On Time
O0010094,Central Hub,12.91,2026-06-07,2026-06-07,On Time
O0010095,Central Hub,16.16,2026-06-08,2026-06-08,On Time
O0010096,Central Hub,15.9,2026-06-08,2026-06-08,On Time
O0010097,Central Hub,9.95,2026-06-08,2026-06-07,On Time
O0010098,West Hub,18.06,2026-06-09,2026-06-09,On Time
O0010099,West Hub,11.65,2026-06-07,2026-06-06,On Time
O0010100,West Hub,9.21,2026-06-10,2026-06-09,On Time
O0010101,East Hub,6.7,2026-06-07,2026-06-06,On Time
O0010102,Central Hub,11.3,2026-06-07,2026-06-06,On Time
O0010103,East Hub,9.6,2026-06-09,2026-06-08,On Time
O0010104,West Hub,10.26,2026-06-09,2026-06-08,On Time
O0010105,Central Hub,8.8,2026-06-07,2026-06-06,On Time
O0010106,Central Hub,13.1,2026-06-08,2026-06-07,On Time
O0010107,East Hub,10.46,2026-06-09,2026-06-08,On Time
O0010108,East Hub,10.14,2026-06-08,2026-06-08,On Time
O0010109,West Hub,9.9,2026-06-09,2026-06-09,On Time
O0010110,East Hub,11.97,2026-06-09,2026-06-08,On Time
O0010111,West Hub,10.69,2026-06-08,2026-06-07,On Time
O0010112,Central Hub,7.84,2026-06-10,2026-06-09,On Time
O0010113,East Hub,8.03,2026-06-10,2026-06-10,On Time
O0010114,East Hub,7.37,2026-06-07,2026-06-12,Late
O0010115,West Hub,11.8,2026-06-09,2026-06-09,On Time
O0010116,East Hub,8.72,2026-06-08,2026-06-08,On Time
O0010117,West Hub,21.41,2026-06-09,2026-06-09,On Time
O0010118,Central Hub,8.87,2026-06-07,2026-06-07,On Time
O0010119,West Hub,8.21,2026-06-09,2026-06-14,Late
O0010120,Central Hub,6.47,2026-06-09,2026-06-09,On Time
O0010121,West Hub,15.68,2026-06-11,2026-06-10,On Time
O0010122,East Hub,8.35,2026-06-08,2026-06-07,On Time
O0010123,West Hub,16.98,2026-06-11,2026-06-11,On Time
O0010124,Central Hub,9.69,2026-06-08,2026-06-08,On Time
O0010125,East Hub,10.76,2026-06-08,2026-06-10,Late
O0010126,West Hub,14.63,2026-06-10,2026-06-09,On Time
O0010127,Central Hub,8.58,2026-06-10,2026-06-09,On Time
O0010128,Central Hub,8.35,2026-06-11,2026-06-11,On Time
O0010129,East Hub,12.94,2026-06-08,2026-06-08,On Time
O0010130,East Hub,13.1,2026-06-09,2026-06-08,On Time
O0010131,Central Hub,7.52,2026-06-08,2026-06-07,On Time
O0010132,West Hub,8.03,2026-06-11,2026-06-10,On Time
O0010133,East Hub,13.44,2026-06-10,2026-06-13,Late
O0010134,Central Hub,17.87,2026-06-10,2026-06-10,On Time
O0010135,Central Hub,13.13,2026-06-08,2026-06-08,On Time
O0010136,West Hub,10.15,2026-06-08,2026-06-08,On Time
O0010137,East Hub,11.91,2026-06-09,2026-06-09,On Time
O0010138,East Hub,7.54,2026-06-09,2026-06-09,On Time
O0010139,Central Hub,8.42,2026-06-11,2026-06-10,On Time
O0010140,East Hub,10.95,2026-06-11,2026-06-11,On Time
O0010141,East Hub,12.06,2026-06-11,2026-06-10,On Time
O0010142,East Hub,12.91,2026-06-10,2026-06-09,On Time
O0010143,East Hub,12.1,2026-06-09,2026-06-08,On Time
O0010144,East Hub,12.31,2026-06-08,2026-06-07,On Time
O0010145,Central Hub,10.72,2026-06-08,2026-06-07,On Time
O0010146,West Hub,12.04,2026-06-11,2026-06-11,On Time
O0010147,West Hub,9.67,2026-06-09,2026-06-12,Late
O0010148,Central Hub,12.69,2026-06-08,2026-06-08,On Time
O0010149,East Hub,11.4,2026-06-10,2026-06-09,On Time
O0010150,West Hub,10.73,2026-06-10,2026-06-10,On Time
O0010151,West Hub,14.86,2026-06-10,2026-06-09,On Time
O0010152,West Hub,12.55,2026-06-11,2026-06-16,Late
O0010153,Central Hub,14.38,2026-06-11,2026-06-10,On Time
O0010154,West Hub,8.37,2026-06-10,2026-06-14,Late
O0010155,East Hub,11.79,2026-06-09,2026-06-08,On Time
O0010156,West Hub,8.66,2026-06-11,2026-06-12,Late
O0010157,West Hub,13.01,2026-06-08,2026-06-08,On Time
O0010158,Central Hub,8.87,2026-06-09,2026-06-09,On Time
O0010159,West Hub,12.32,2026-06-10,2026-06-10,On Time
O0010160,Central Hub,11.89,2026-06-10,2026-06-09,On Time
O0010161,East Hub,12.59,2026-06-08,2026-06-07,On Time
O0010162,East Hub,8.94,2026-06-08,2026-06-08,On Time
O0010163,Central Hub,8.28,2026-06-11,2026-06-10,On Time
O0010164,West Hub,14.05,2026-06-10,2026-06-10,On Time
O0010165,Central Hub,12.71,2026-06-11,2026-06-10,On Time
O0010166,West Hub,11.2,2026-06-11,2026-06-11,On Time
O0010167,East Hub,9.24,2026-06-11,2026-06-10,On Time
O0010168,Central Hub,17.71,2026-06-09,2026-06-08,On Time
O0010169,East Hub,10.6,2026-06-11,2026-06-16,Late
O0010170,West Hub,7.78,2026-06-09,2026-06-08,On Time
O0010171,Central Hub,7.42,2026-06-10,2026-06-10,On Time
O0010172,East Hub,13.68,2026-06-09,2026-06-08,On Time
O0010173,Central Hub,15.88,2026-06-08,2026-06-08,On Time
O0010174,East Hub,9.45,2026-06-09,2026-06-09,On Time
O0010175,Central Hub,9.72,2026-06-09,2026-06-09,On Time
O0010176,West Hub,13.04,2026-06-11,2026-06-10,On Time
O0010177,East Hub,9.73,2026-06-10,2026-06-10,On Time
O0010178,East Hub,8.7,2026-06-10,2026-06-09,On Time
O0010179,Central Hub,13.31,2026-06-09,2026-06-08,On Time
O0010180,East Hub,11.65,2026-06-09,2026-06-08,On Time
O0010181,West Hub,20.43,2026-06-11,2026-06-10,On Time
O0010182,West Hub,16.32,2026-06-09,2026-06-09,On Time
O0010183,East Hub,10.38,2026-06-10,2026-06-09,On Time
O0010184,East Hub,8.09,2026-06-09,2026-06-08,On Time
O0010185,East Hub,12.3,2026-06-11,2026-06-11,On Time
O0010186,East Hub,12.12,2026-06-11,2026-06-10,On Time
O0010187,East Hub,9.39,2026-06-08,2026-06-07,On Time
O0010188,West Hub,15.68,2026-06-08,2026-06-07,On Time
O0010189,West Hub,17.49,2026-06-09,2026-06-08,On Time
O0010190,Central Hub,9.39,2026-06-09,2026-06-09,On Time
O0010191,East Hub,7.14,2026-06-11,2026-06-10,On Time
O0010192,East Hub,8.76,2026-06-11,2026-06-10,On Time
O0010193,East Hub,10.73,2026-06-09,2026-06-08,On Time
O0010194,East Hub,8.31,2026-06-12,2026-06-11,On Time
O0010195,West Hub,18.89,2026-06-11,2026-06-10,On Time
O0010196,West Hub,22.83,2026-06-10,2026-06-09,On Time
O0010197,Central Hub,9.06,2026-06-09,2026-06-09,On Time
O0010198,West Hub,13.2,2026-06-10,2026-06-09,On Time
O0010199,Central Hub,7.98,2026-06-11,2026-06-11,On Time
O0010200,East Hub,13.2,2026-06-12,2026-06-12,On Time
O0010201,West Hub,10.8,2026-06-12,2026-06-11,On Time
O0010202,West Hub,9.32,2026-06-11,2026-06-12,Late
O0010203,East Hub,11.49,2026-06-12,2026-06-12,On Time
O0010204,East Hub,10.15,2026-06-12,2026-06-12,On Time
O0010205,Central Hub,7.55,2026-06-10,2026-06-09,On Time
O0010206,West Hub,8.33,2026-06-12,2026-06-12,On Time
O0010207,West Hub,10.23,2026-06-09,2026-06-09,On Time
O0010208,West Hub,6.24,2026-06-11,2026-06-10,On Time
O0010209,West Hub,11.38,2026-06-09,2026-06-09,On Time
O0010210,Central Hub,9.86,2026-06-11,2026-06-11,On Time
O0010211,Central Hub,7.07,2026-06-12,2026-06-11,On Time
O0010212,Central Hub,9.73,2026-06-11,2026-06-11,On Time
O0010213,West Hub,7.44,2026-06-10,2026-06-09,On Time
O0010214,Central Hub,11.47,2026-06-09,2026-06-08,On Time
O0010215,West Hub,11.29,2026-06-12,2026-06-14,Late
O0010216,Central Hub,9.15,2026-06-12,2026-06-12,On Time
O0010217,Central Hub,12.6,2026-06-11,2026-06-11,On Time
O0010218,Central Hub,11.65,2026-06-11,2026-06-16,Late
O0010219,Central Hub,8.75,2026-06-12,2026-06-11,On Time
O0010220,West Hub,8.08,2026-06-12,2026-06-11,On Time
O0010221,West Hub,12.43,2026-06-12,2026-06-15,Late
O0010222,West Hub,13.76,2026-06-12,2026-06-11,On Time
O0010223,East Hub,14.91,2026-06-12,2026-06-12,On Time
O0010224,West Hub,9.75,2026-06-11,2026-06-11,On Time
O0010225,East Hub,13.2,2026-06-12,2026-06-12,On Time
O0010226,Central Hub,15.38,2026-06-09,2026-06-09,On Time
O0010227,Central Hub,7.3,2026-06-09,2026-06-09,On Time
O0010228,East Hub,10.06,2026-06-11,2026-06-11,On Time
O0010229,Central Hub,6.39,2026-06-10,2026-06-10,On Time
O0010230,West Hub,12.15,2026-06-10,2026-06-09,On Time
O0010231,Central Hub,14.61,2026-06-12,2026-06-11,On Time
O0010232,Central Hub,9.33,2026-06-10,2026-06-10,On Time
O0010233,Central Hub,15.01,2026-06-12,2026-06-11,On Time
O0010234,East Hub,14.0,2026-06-10,2026-06-09,On Time
O0010235,West Hub,28.19,2026-06-10,2026-06-09,On Time
O0010236,Central Hub,7.69,2026-06-12,2026-06-11,On Time
O0010237,Central Hub,11.66,2026-06-12,2026-06-17,Late
O0010238,West Hub,7.58,2026-06-10,2026-06-15,Late
O0010239,Central Hub,8.42,2026-06-09,2026-06-14,Late
O0010240,Central Hub,7.99,2026-06-09,2026-06-09,On Time
O0010241,East Hub,11.34,2026-06-10,2026-06-10,On Time
O0010242,Central Hub,11.85,2026-06-10,2026-06-09,On Time
O0010243,East Hub,12.8,2026-06-10,2026-06-09,On Time
O0010244,West Hub,10.32,2026-06-11,2026-06-11,On Time
O0010245,West Hub,15.96,2026-06-10,2026-06-10,On Time
O0010246,East Hub,8.8,2026-06-10,2026-06-09,On Time
O0010247,West Hub,10.24,2026-06-09,2026-06-09,On Time
O0010248,Central Hub,16.45,2026-06-12,2026-06-12,On Time
O0010249,Central Hub,13.99,2026-06-09,2026-06-09,On Time
O0010250,East Hub,14.67,2026-06-12,2026-06-12,On Time
O0010251,Central Hub,16.08,2026-06-09,2026-06-09,On Time
O0010252,East Hub,8.61,2026-06-12,2026-06-12,On Time
O0010253,East Hub,12.24,2026-06-12,2026-06-12,On Time
O0010254,West Hub,12.38,2026-06-11,2026-06-11,On Time
O0010255,Central Hub,11.35,2026-06-12,2026-06-12,On Time
O0010256,West Hub,7.42,2026-06-13,2026-06-13,On Time
O0010257,Central Hub,12.18,2026-06-12,2026-06-12,On Time
O0010258,Central Hub,12.69,2026-06-13,2026-06-13,On Time
O0010259,Central Hub,10.62,2026-06-13,2026-06-12,On Time
O0010260,Central Hub,7.79,2026-06-13,2026-06-12,On Time
O0010261,West Hub,12.79,2026-06-12,2026-06-17,Late
O0010262,West Hub,22.94,2026-06-11,2026-06-10,On Time
O0010263,West Hub,13.48,2026-06-11,2026-06-11,On Time
O0010264,Central Hub,8.26,2026-06-11,2026-06-11,On Time
O0010265,West Hub,8.95,2026-06-10,2026-06-10,On Time
O0010266,Central Hub,15.24,2026-06-12,2026-06-12,On Time
O0010267,West Hub,17.07,2026-06-12,2026-06-11,On Time
O0010268,West Hub,10.48,2026-06-11,2026-06-11,On Time
O0010269,East Hub,10.98,2026-06-12,2026-06-12,On Time
O0010270,Central Hub,6.85,2026-06-10,2026-06-09,On Time
O0010271,West Hub,10.7,2026-06-12,2026-06-11,On Time
O0010272,West Hub,14.43,2026-06-10,2026-06-09,On Time
O0010273,Central Hub,12.77,2026-06-12,2026-06-14,Late
O0010274,Central Hub,10.58,2026-06-13,2026-06-12,On Time
O0010275,East Hub,16.62,2026-06-10,2026-06-09,On Time
O0010276,West Hub,18.05,2026-06-11,2026-06-11,On Time
O0010277,East Hub,8.21,2026-06-10,2026-06-09,On Time
O0010278,West Hub,9.45,2026-06-12,2026-06-11,On Time
O0010279,West Hub,14.36,2026-06-11,2026-06-11,On Time
O0010280,East Hub,9.04,2026-06-10,2026-06-10,On Time
O0010281,West Hub,11.81,2026-06-11,2026-06-11,On Time
O0010282,West Hub,15.38,2026-06-12,2026-06-11,On Time
O0010283,West Hub,12.12,2026-06-11,2026-06-10,On Time
O0010284,West Hub,12.54,2026-06-10,2026-06-09,On Time
O0010285,West Hub,18.43,2026-06-10,2026-06-10,On Time
O0010286,West Hub,12.17,2026-06-11,2026-06-10,On Time
O0010287,Central Hub,11.77,2026-06-13,2026-06-12,On Time
O0010288,Central Hub,5.58,2026-06-12,2026-06-13,Late
O0010289,West Hub,17.54,2026-06-10,2026-06-10,On Time
O0010290,West Hub,17.29,2026-06-11,2026-06-11,On Time
O0010291,West Hub,8.6,2026-06-11,2026-06-11,On Time
O0010292,East Hub,15.71,2026-06-10,2026-06-10,On Time
O0010293,East Hub,11.23,2026-06-12,2026-06-12,On Time
O0010294,Central Hub,12.44,2026-06-10,2026-06-10,On Time
O0010295,West Hub,8.38,2026-06-13,2026-06-12,On Time
O0010296,West Hub,13.96,2026-06-10,2026-06-09,On Time
O0010297,Central Hub,7.81,2026-06-11,2026-06-11,On Time
O0010298,East Hub,11.0,2026-06-10,2026-06-09,On Time
O0010299,Central Hub,11.77,2026-06-10,2026-06-09,On Time
O0010300,Central Hub,10.3,2026-06-13,2026-06-13,On Time
O0010301,Central Hub,21.38,2026-06-11,2026-06-10,On Time
O0010302,East Hub,13.12,2026-06-12,2026-06-11,On Time
O0010303,Central Hub,18.8,2026-06-13,2026-06-12,On Time
O0010304,East Hub,8.31,2026-06-10,2026-06-09,On Time
O0010305,West Hub,9.44,2026-06-11,2026-06-11,On Time
O0010306,West Hub,16.42,2026-06-11,2026-06-14,Late
O0010307,West Hub,10.95,2026-06-12,2026-06-13,Late
O0010308,East Hub,11.58,2026-06-13,2026-06-12,On Time
O0010309,Central Hub,12.45,2026-06-11,2026-06-10,On Time
O0010310,Central Hub,11.37,2026-06-13,2026-06-12,On Time
O0010311,West Hub,13.63,2026-06-12,2026-06-12,On Time
O0010312,East Hub,6.66,2026-06-11,2026-06-12,Late
O0010313,West Hub,18.32,2026-06-10,2026-06-10,On Time
O0010314,Central Hub,18.02,2026-06-13,2026-06-13,On Time
O0010315,West Hub,20.88,2026-06-12,2026-06-11,On Time
O0010316,West Hub,8.02,2026-06-11,2026-06-11,On Time
O0010317,Central Hub,13.36,2026-06-13,2026-06-12,On Time
O0010318,Central Hub,15.7,2026-06-12,2026-06-12,On Time
O0010319,Central Hub,8.66,2026-06-13,2026-06-13,On Time
O0010320,East Hub,10.33,2026-06-10,2026-06-10,On Time
O0010321,West Hub,15.87,2026-06-11,2026-06-11,On Time
O0010322,East Hub,13.52,2026-06-11,2026-06-10,On Time
O0010323,Central Hub,8.25,2026-06-10,2026-06-09,On Time
O0010324,West Hub,9.51,2026-06-10,2026-06-09,On Time
O0010325,West Hub,13.58,2026-06-11,2026-06-11,On Time
O0010326,West Hub,11.76,2026-06-13,2026-06-13,On Time
O0010327,West Hub,13.24,2026-06-11,2026-06-10,On Time
O0010328,Central Hub,7.42,2026-06-12,2026-06-12,On Time
O0010329,Central Hub,14.84,2026-06-13,2026-06-12,On Time
O0010330,West Hub,8.66,2026-06-11,2026-06-11,On Time
O0010331,West Hub,15.39,2026-06-13,2026-06-13,On Time
O0010332,Central Hub,13.78,2026-06-14,2026-06-18,Late
O0010333,East Hub,7.31,2026-06-11,2026-06-11,On Time
O0010334,West Hub,19.9,2026-06-12,2026-06-17,Late
O0010335,West Hub,14.47,2026-06-13,2026-06-13,On Time
O0010336,East Hub,11.91,2026-06-14,2026-06-19,Late
O0010337,West Hub,13.55,2026-06-11,2026-06-10,On Time
O0010338,West Hub,20.24,2026-06-12,2026-06-12,On Time
O0010339,West Hub,10.35,2026-06-12,2026-06-11,On Time
O0010340,Central Hub,8.08,2026-06-14,2026-06-14,On Time
O0010341,Central Hub,7.73,2026-06-13,2026-06-12,On Time
O0010342,East Hub,13.78,2026-06-12,2026-06-11,On Time
O0010343,Central Hub,7.34,2026-06-14,2026-06-14,On Time
O0010344,West Hub,11.23,2026-06-12,2026-06-12,On Time
O0010345,East Hub,15.24,2026-06-13,2026-06-12,On Time
O0010346,East Hub,14.8,2026-06-14,2026-06-14,On Time
O0010347,West Hub,15.43,2026-06-13,2026-06-18,Late
O0010348,West Hub,9.68,2026-06-12,2026-06-12,On Time
O0010349,Central Hub,8.57,2026-06-11,2026-06-10,On Time
O0010350,West Hub,10.84,2026-06-11,2026-06-10,On Time
O0010351,West Hub,9.18,2026-06-13,2026-06-18,Late
O0010352,East Hub,7.78,2026-06-13,2026-06-13,On Time
O0010353,West Hub,7.02,2026-06-11,2026-06-10,On Time
O0010354,Central Hub,8.62,2026-06-11,2026-06-11,On Time
O0010355,Central Hub,10.39,2026-06-14,2026-06-13,On Time
O0010356,Central Hub,9.26,2026-06-11,2026-06-10,On Time
O0010357,West Hub,17.09,2026-06-11,2026-06-15,Late
O0010358,Central Hub,9.19,2026-06-11,2026-06-10,On Time
O0010359,West Hub,11.77,2026-06-14,2026-06-13,On Time
O0010360,Central Hub,10.9,2026-06-14,2026-06-14,On Time
O0010361,East Hub,11.67,2026-06-12,2026-06-12,On Time
O0010362,East Hub,19.68,2026-06-13,2026-06-15,Late
O0010363,East Hub,18.2,2026-06-12,2026-06-11,On Time
O0010364,Central Hub,7.44,2026-06-13,2026-06-12,On Time
O0010365,Central Hub,11.28,2026-06-13,2026-06-12,On Time
O0010366,East Hub,8.4,2026-06-14,2026-06-14,On Time
O0010367,Central Hub,9.8,2026-06-11,2026-06-11,On Time
O0010368,East Hub,7.11,2026-06-11,2026-06-11,On Time
O0010369,West Hub,9.04,2026-06-14,2026-06-14,On Time
O0010370,West Hub,11.09,2026-06-11,2026-06-11,On Time
O0010371,West Hub,12.92,2026-06-13,2026-06-13,On Time
O0010372,Central Hub,10.42,2026-06-14,2026-06-13,On Time
O0010373,East Hub,18.5,2026-06-14,2026-06-14,On Time
O0010374,East Hub,9.78,2026-06-12,2026-06-11,On Time
O0010375,East Hub,10.13,2026-06-11,2026-06-11,On Time
O0010376,East Hub,7.94,2026-06-14,2026-06-13,On Time
O0010377,West Hub,12.45,2026-06-13,2026-06-12,On Time
O0010378,Central Hub,7.6,2026-06-14,2026-06-13,On Time
O0010379,East Hub,21.74,2026-06-11,2026-06-10,On Time
O0010380,West Hub,11.32,2026-06-11,2026-06-10,On Time
O0010381,West Hub,9.3,2026-06-13,2026-06-13,On Time
O0010382,Central Hub,7.17,2026-06-11,2026-06-11,On Time
O0010383,East Hub,18.31,2026-06-14,2026-06-13,On Time
O0010384,East Hub,11.42,2026-06-13,2026-06-13,On Time
O0010385,East Hub,13.51,2026-06-13,2026-06-12,On Time
O0010386,West Hub,15.67,2026-06-11,2026-06-11,On Time
O0010387,West Hub,9.55,2026-06-14,2026-06-14,On Time
O0010388,West Hub,17.53,2026-06-11,2026-06-10,On Time
O0010389,West Hub,13.23,2026-06-12,2026-06-12,On Time
O0010390,West Hub,19.14,2026-06-12,2026-06-11,On Time
O0010391,East Hub,10.19,2026-06-13,2026-06-13,On Time
O0010392,West Hub,21.33,2026-06-11,2026-06-11,On Time
O0010393,Central Hub,8.83,2026-06-14,2026-06-13,On Time
O0010394,West Hub,15.89,2026-06-14,2026-06-14,On Time
O0010395,West Hub,11.22,2026-06-14,2026-06-13,On Time
O0010396,Central Hub,7.35,2026-06-15,2026-06-15,On Time
O0010397,West Hub,10.82,2026-06-12,2026-06-11,On Time
O0010398,West Hub,8.86,2026-06-12,2026-06-12,On Time
O0010399,East Hub,7.88,2026-06-15,2026-06-14,On Time
O0010400,East Hub,10.45,2026-06-14,2026-06-14,On Time
O0010401,Central Hub,9.92,2026-06-15,2026-06-14,On Time
O0010402,East Hub,11.58,2026-06-13,2026-06-18,Late
O0010403,West Hub,8.97,2026-06-15,2026-06-14,On Time
O0010404,Central Hub,12.6,2026-06-15,2026-06-15,On Time
O0010405,Central Hub,21.05,2026-06-15,2026-06-14,On Time
O0010406,West Hub,11.56,2026-06-12,2026-06-14,Late
O0010407,Central Hub,8.02,2026-06-13,2026-06-12,On Time
O0010408,East Hub,11.52,2026-06-14,2026-06-13,On Time
O0010409,West Hub,8.35,2026-06-12,2026-06-13,Late
O0010410,Central Hub,9.33,2026-06-15,2026-06-17,Late
O0010411,West Hub,14.48,2026-06-15,2026-06-17,Late
O0010412,East Hub,13.05,2026-06-15,2026-06-14,On Time
O0010413,West Hub,12.78,2026-06-15,2026-06-15,On Time
O0010414,East Hub,10.53,2026-06-14,2026-06-14,On Time
