customer_id,region,signup_date,acquisition_channel,customer_segment
C001688,West,2025-05-20,Referral,Consumer
C001689,West,2026-04-20,Referral,Consumer
C001690,,2026-05-12,Email,Consumer
C001691,Midwest,2026-04-14,Referral,Consumer
C001692,West,2026-05-29,Organic Search,Consumer
C001693,Northeast,2026-02-08,Paid Social,Consumer
C001694,Northeast,2026-05-19,Organic Search,Consumer
C001695,West,2026-02-06,,Consumer
C001696,Midwest,2026-05-31,Email,Small Business
C001697,West,2025-02-18,Referral,Consumer
C001698,Northeast,2025-08-21,Paid Search,Consumer
C001699,West,2025-02-12,Paid Social,Consumer
C001700,West,2026-05-28,Organic Search,Consumer
C001701,Midwest,2026-06-20,,Consumer
C001702,West,2026-06-03,Organic Search,Consumer
C001703,Midwest,2026-05-13,Paid Social,Consumer
C001704,West,2026-01-12,Referral,Consumer
C001705,Midwest,2025-03-09,Referral,Consumer
C001706,West,2025-11-09,Organic Search,Consumer
C001707,Northeast,2025-09-27,Paid Social,Consumer
C001708,West,2025-02-01,Organic Search,Small Business
C001709,Midwest,2025-10-08,Paid Search,Small Business
C001710,West,2026-03-20,Organic Search,Premium
C001711,West,2025-10-18,Paid Search,Premium
C001712,West,2026-05-27,Referral,Consumer
C001713,Northeast,2025-10-12,Paid Social,Consumer
C001714,Northeast,2025-04-14,Email,Consumer
C001715,Northeast,2026-01-09,Email,Small Business
C001716,West,2025-10-06,Paid Search,Consumer
C001717,Midwest,2026-03-16,Email,Consumer
C001718,Midwest,2025-04-05,Email,Small Business
C001719,Northeast,2026-04-02,Organic Search,Premium
C001720,Northeast,2025-03-03,Paid Social,Consumer
C001721,Northeast,2025-12-30,Referral,Consumer
C001722,West,2025-08-02,Organic Search,Consumer
C001723,West,2025-06-29,Organic Search,Small Business
C001724,West,2026-02-24,Email,Consumer
C001725,West,2025-01-19,Referral,Small Business
C001726,West,2025-11-14,Paid Search,Consumer
C001727,Northeast,2026-06-27,Organic Search,Small Business
C001728,West,2026-03-14,Email,Consumer
C001729,Midwest,2026-02-09,Paid Search,Consumer
C001730,Midwest,2026-04-08,Paid Search,Consumer
C001731,West,2025-06-21,Paid Search,Premium
C001732,Midwest,2025-10-09,Paid Search,Consumer
C001733,Midwest,2025-06-20,Email,Premium
C001734,Northeast,2026-03-04,Referral,Premium
C001735,Northeast,2025-04-06,Paid Social,Consumer
C001736,Midwest,2026-05-18,Paid Social,Premium
C001737,Midwest,2025-05-14,Paid Social,Consumer
C001738,,2026-06-10,Paid Search,Consumer
C001739,West,2026-02-21,Referral,Consumer
C001740,Northeast,2025-10-18,Paid Social,Consumer
C001741,Midwest,2025-11-23,Organic Search,Consumer
C001742,West,2025-01-19,Paid Social,Small Business
C001743,Midwest,2026-04-02,Organic Search,Premium
C001744,West,2025-02-09,Paid Social,Consumer
C001745,West,2025-02-19,Email,Consumer
C001746,Northeast,2025-08-28,Referral,Consumer
C001747,Northeast,2025-10-27,Organic Search,Small Business
C001748,Midwest,2025-10-10,Email,Premium
C001749,West,2025-10-28,Paid Search,Consumer
C001750,Midwest,2025-05-10,Paid Search,Consumer
C001751,Midwest,2025-09-16,Organic Search,Consumer
C001752,Northeast,2025-12-22,Paid Search,Consumer
C001753,West,2025-05-29,Email,Consumer
C001754,Midwest,2026-01-25,Organic Search,Consumer
C001755,Midwest,2026-06-12,Email,Consumer
C001756,West,2026-06-02,Referral,Consumer
C001757,Northeast,2025-05-19,Referral,Consumer
C001758,West,2026-03-13,Paid Search,Consumer
C001759,West,2025-01-07,Email,Small Business
C001760,Midwest,2026-04-27,Organic Search,Small Business
C001761,Midwest,2025-02-28,Paid Social,Small Business
C001762,West,2025-07-15,Organic Search,Consumer
C001763,Midwest,2026-04-29,Paid Search,Consumer
C001764,West,2026-01-23,Referral,Small Business
C001765,Midwest,2025-07-24,Organic Search,Consumer
C001766,Midwest,2025-01-30,Organic Search,Consumer
C001767,West,2026-03-10,Organic Search,Consumer
C001768,Northeast,2025-05-10,Referral,Consumer
C001769,Midwest,2026-04-29,Paid Search,Consumer
C001770,West,2026-04-27,Organic Search,Consumer
C001771,West,2026-06-07,Paid Search,Small Business
C001772,Northeast,2025-04-08,Organic Search,Consumer
C001773,Midwest,2025-06-29,Paid Search,Small Business
C001774,West,2026-03-05,Email,Consumer
C001775,West,2025-12-21,Paid Search,Consumer
C001776,West,2026-04-17,Paid Social,Consumer
C001777,West,2026-04-02,Paid Social,Small Business
C001778,West,2026-01-03,Paid Social,Consumer
C001779,West,2025-10-12,Paid Search,Consumer
C001780,Midwest,2025-02-18,Email,Consumer
C001781,Midwest,2025-03-10,Paid Search,Small Business
C001782,Northeast,2026-06-19,Organic Search,Premium
C001783,Northeast,2026-04-09,Referral,Consumer
C001784,Northeast,2025-05-11,Paid Social,Consumer
C001785,Midwest,2025-01-15,Organic Search,Consumer
C001786,West,2025-06-04,Email,Consumer
C001787,West,2026-02-12,Email,Premium
C001788,,2026-06-18,Paid Social,Consumer
C001789,West,2026-04-07,Organic Search,Consumer
C001790,West,2025-01-01,Organic Search,Premium
C001791,West,2025-06-22,Paid Search,Premium
C001792,West,2025-10-15,Email,Consumer
C001793,Northeast,2025-08-18,Email,Consumer
C001794,Northeast,2025-07-10,Email,Consumer
C001795,West,2025-07-15,,Consumer
C001796,Midwest,2025-09-25,Paid Search,Consumer
C001797,Northeast,2026-02-13,Email,Consumer
C001798,Midwest,2026-02-10,Paid Search,Premium
C001799,West,2025-05-24,Organic Search,Consumer
C001800,Midwest,2025-12-21,Paid Social,Consumer
C001801,West,2026-04-08,Paid Social,Consumer
C001802,Midwest,2026-02-18,Email,Consumer
C001803,West,2026-01-12,Paid Search,Consumer
C001804,West,2025-06-06,Referral,Consumer
C001805,West,2025-04-04,Paid Search,Consumer
C001806,Northeast,2025-06-27,Paid Social,Consumer
C001807,Northeast,2025-11-21,Referral,Consumer
C001808,West,2026-04-15,Paid Search,Consumer
C001809,Midwest,2025-02-01,Paid Search,Consumer
C001810,Northeast,2026-03-19,Paid Social,Consumer
C001811,West,2025-01-31,Paid Search,Consumer
C001812,Midwest,2025-02-12,Referral,Consumer
C001813,Midwest,2026-02-15,Organic Search,Consumer
C001814,Midwest,2025-12-16,Paid Social,Consumer
C001815,,2026-03-31,Paid Search,Consumer
C001816,Midwest,2026-04-28,Paid Social,Consumer
C001817,Northeast,2025-04-19,Paid Search,Consumer
C001818,West,2025-03-27,Referral,Small Business
C001819,West,2025-12-19,Paid Social,Consumer
C001820,West,2026-05-09,Paid Search,Consumer
C001821,Northeast,2025-09-28,Organic Search,Small Business
C001822,Northeast,2025-03-06,Paid Social,Consumer
C001823,Northeast,2025-04-04,Referral,Consumer
C001824,Northeast,2025-06-26,Organic Search,Consumer
C001825,Northeast,2026-02-16,Paid Social,Consumer
C001826,West,2025-06-24,Paid Social,Premium
C001827,Northeast,2026-01-29,Organic Search,Consumer
C001828,Northeast,2026-03-21,Paid Search,Small Business
C001829,Northeast,2025-02-24,Paid Social,Consumer
C001830,Northeast,2025-07-24,Organic Search,Premium
C001831,West,2026-05-16,Paid Social,Consumer
C001832,West,2026-01-11,Paid Search,Consumer
C001833,West,2025-06-24,Organic Search,Consumer
C001834,West,2026-05-19,Paid Search,Consumer
C001835,Northeast,2025-11-19,Paid Social,Consumer
C001836,Northeast,2026-03-19,Email,Small Business
C001837,Midwest,2025-11-22,Paid Social,Consumer
C001838,West,2025-09-21,Paid Social,Consumer
C001839,Midwest,2026-04-06,Paid Search,Premium
C001840,Midwest,2026-06-15,Email,Small Business
C001841,Midwest,2026-02-04,Paid Social,Consumer
C001842,Midwest,2026-01-10,Paid Search,Small Business
C001843,West,2026-04-13,Paid Search,Consumer
C001844,Midwest,2025-03-25,Email,Consumer
C001845,West,2025-06-08,Email,Consumer
C001846,Northeast,2026-05-19,Paid Search,Consumer
C001847,Midwest,2025-06-04,Paid Search,Consumer
C001848,West,2025-05-17,Organic Search,Premium
C001849,Northeast,2025-08-17,Email,Consumer
C001850,Northeast,2025-12-22,Organic Search,Consumer
C001851,Midwest,2026-04-18,Paid Social,Consumer
C001852,West,2026-01-22,Paid Search,Small Business
C001853,Midwest,2025-01-26,Email,Consumer
C001854,Midwest,2025-01-17,Organic Search,Small Business
C001855,Northeast,2025-06-28,Referral,Consumer
C001856,Northeast,2025-02-25,Referral,Consumer
C001857,Midwest,2025-05-26,Organic Search,Premium
C001858,Northeast,2026-05-22,Referral,Consumer
C001859,West,2026-04-24,Organic Search,Consumer
C001860,West,2025-08-24,Paid Search,Consumer
C001861,Midwest,2025-01-20,Paid Social,Consumer
C001862,West,2026-05-20,Paid Search,Small Business
C001863,West,2025-07-15,Paid Search,Consumer
C001864,West,2025-09-22,Organic Search,Small Business
C001865,Midwest,2025-08-24,Paid Social,Small Business
C001866,Midwest,2026-06-12,Paid Social,Premium
C001867,Midwest,2025-06-23,Paid Search,Consumer
C001868,Midwest,2025-06-25,Organic Search,Consumer
C001869,Midwest,2026-04-01,Paid Search,Small Business
C001870,West,2025-02-02,Email,Premium
C001871,Midwest,2025-09-19,Paid Search,Consumer
C001872,West,2026-03-30,Organic Search,Consumer
C001873,West,2026-05-10,Email,Consumer
C001874,Midwest,2026-03-31,Organic Search,Premium
C001875,Northeast,2025-08-26,Paid Search,Consumer
C001876,Northeast,2026-02-24,Organic Search,Consumer
C001877,West,2025-04-26,Referral,Consumer
C001878,,2025-04-14,Referral,Consumer
C001879,Midwest,2026-01-14,Paid Social,Consumer
C001880,West,2026-05-31,Paid Search,Consumer
C001881,,2025-03-19,Email,Consumer
C001882,West,2025-01-12,Paid Social,Small Business
C001883,Midwest,2025-09-15,Organic Search,Consumer
C001884,Midwest,2026-06-24,Organic Search,Small Business
C001885,West,2026-03-20,Paid Social,Small Business
C001886,Northeast,2026-04-15,Paid Social,Consumer
C001887,West,2025-04-10,Organic Search,Consumer
C001888,Midwest,2026-05-18,Email,Small Business
C001889,West,2026-05-25,Referral,Premium
C001890,Midwest,2025-11-16,Organic Search,Consumer
C001891,West,2025-11-04,Paid Search,Small Business
C001892,Northeast,2026-04-01,Email,Consumer
C001893,West,2025-06-12,Organic Search,Consumer
C001894,West,2025-10-19,Referral,Consumer
C001895,Northeast,2026-05-16,Email,Consumer
C001896,Northeast,2025-01-02,Paid Search,Consumer
C001897,West,2025-01-29,Organic Search,Premium
C001898,Midwest,2026-04-15,Email,Small Business
C001899,Northeast,2025-06-28,Organic Search,Consumer
C001900,West,2025-05-30,Referral,Consumer
C001901,Midwest,2025-11-27,Organic Search,Small Business
C001902,Northeast,2025-11-13,Referral,Consumer
C001903,Midwest,2025-08-22,Paid Social,Premium
C001904,West,2026-02-26,Organic Search,Consumer
C001905,Northeast,2025-11-28,Referral,Small Business
C001906,Northeast,2025-04-04,Organic Search,Consumer
C001907,Midwest,2025-01-22,Paid Social,Consumer
C001908,West,2026-03-17,Paid Search,Small Business
C001909,Northeast,2025-02-03,Paid Search,Consumer
C001910,Midwest,2026-01-05,Organic Search,Consumer
C001911,Midwest,2025-05-16,Paid Search,Small Business
C001912,West,2026-06-05,Paid Search,Consumer
C001913,West,2026-06-17,Organic Search,Consumer
C001914,West,2025-05-31,Organic Search,Consumer
C001915,West,2025-02-13,Paid Social,Small Business
C001916,Northeast,2025-01-18,Paid Social,Small Business
C001917,Midwest,2026-01-24,Organic Search,Consumer
C001918,Midwest,2026-03-02,Paid Social,Small Business
C001919,Northeast,2026-03-26,Organic Search,Consumer
C001920,Midwest,2025-12-18,Organic Search,Consumer
C001921,West,2026-02-12,Referral,Small Business
C001922,Northeast,2025-03-22,Paid Search,Small Business
C001923,West,2025-08-08,Referral,Consumer
C001924,West,2026-02-09,Paid Social,Small Business
C001925,West,2026-05-29,Paid Search,Consumer
C001926,West,2026-03-31,Paid Social,Consumer
C001927,Northeast,2026-03-03,Organic Search,Premium
C001928,West,2026-02-17,Paid Social,Consumer
C001929,Northeast,2025-01-17,Paid Search,Consumer
C001930,Northeast,2025-11-17,Paid Search,Consumer
C001931,Midwest,2025-07-30,Paid Social,Consumer
C001932,Northeast,2025-03-12,Paid Social,Small Business
C001933,West,2026-03-13,Paid Social,Consumer
C001934,West,2025-12-30,Referral,Consumer
C001935,West,2025-06-05,Paid Social,Consumer
C001936,West,2025-11-08,Organic Search,Consumer
C001937,Midwest,2025-08-03,Paid Social,Small Business
C001938,West,2025-11-25,Referral,Consumer
C001939,West,2025-02-02,Paid Social,Small Business
C001940,Midwest,2025-12-03,Paid Social,Consumer
C001941,Northeast,2025-09-17,Organic Search,Small Business
C001942,Midwest,2025-01-03,Organic Search,Small Business
C001943,Northeast,2026-05-20,Email,Consumer
C001944,Midwest,2025-04-04,Paid Social,Consumer
C001945,Northeast,2025-05-23,Paid Search,Consumer
C001946,Midwest,2026-04-06,Paid Search,Consumer
C001947,Northeast,2026-04-30,Referral,Consumer
C001948,West,2026-04-09,Referral,Consumer
C001949,Northeast,2025-10-22,Email,Consumer
C001950,Northeast,2025-12-03,Referral,Consumer
C001951,Midwest,2025-09-12,Email,Consumer
C001952,Northeast,2025-06-17,Paid Search,Consumer
C001953,West,2025-12-09,Paid Search,Consumer
C001954,Midwest,2026-04-15,Organic Search,Consumer
C001955,West,2025-12-13,Paid Search,Consumer
C001956,West,2026-01-18,Organic Search,Premium
C001957,Northeast,2026-05-02,Paid Social,Consumer
C001958,West,2025-06-25,Referral,Consumer
C001959,West,2026-02-14,Paid Search,Consumer
C001960,West,2025-01-07,Organic Search,Premium
C001961,Northeast,2026-01-15,Email,Consumer
C001962,Midwest,2025-07-03,Organic Search,Consumer
C001963,West,2025-11-03,Paid Search,Small Business
C001964,Northeast,2025-09-03,Referral,Consumer
C001965,West,2025-11-25,Paid Social,Consumer
C001966,West,2025-10-29,Organic Search,Consumer
C001967,West,2025-02-11,Email,Consumer
C001968,West,2025-12-15,Organic Search,Consumer
C001969,West,2025-08-15,Organic Search,Consumer
C001970,Midwest,2025-04-18,Email,Consumer
C001971,West,2025-11-29,Paid Social,Consumer
C001972,West,2025-10-14,Email,Consumer
C001973,Midwest,2026-06-06,Referral,Consumer
C001974,Midwest,2026-06-19,Paid Search,Small Business
C001975,Northeast,2026-05-01,Email,Small Business
C001976,Midwest,2025-01-13,Referral,Small Business
C001977,West,2026-06-10,Organic Search,Consumer
C001978,Midwest,2025-04-04,Paid Social,Small Business
C001979,Northeast,2025-02-09,Email,Consumer
C001980,Midwest,2025-11-09,Organic Search,Consumer
C001981,West,2025-03-12,Paid Social,Consumer
C001982,Midwest,2025-12-27,Paid Search,Consumer
C001983,Northeast,2026-01-23,Paid Social,Consumer
C001984,Midwest,2025-07-15,Referral,Consumer
C001985,Northeast,2026-03-13,Paid Search,Small Business
C001986,Northeast,2026-01-07,Organic Search,Premium
C001987,Northeast,2025-06-06,Organic Search,Small Business
C001988,Northeast,2025-01-09,Email,Consumer
C001989,Northeast,2025-10-03,Email,Consumer
C001990,West,2025-12-31,Organic Search,Consumer
C001991,Midwest,2025-02-13,Email,Premium
C001992,Midwest,2025-11-26,Paid Search,Small Business
C001993,Midwest,2025-08-01,Email,Consumer
C001994,Midwest,2026-04-04,Paid Search,Consumer
C001995,West,2025-08-26,Organic Search,Consumer
C001996,Midwest,2026-01-30,Email,Consumer
C001997,Northeast,2025-03-19,Organic Search,Consumer
C001998,West,2025-01-16,Email,Consumer
C001999,West,2025-12-18,Email,Consumer
C002000,West,2025-06-17,Organic Search,Consumer
C002001,West,2026-06-17,Organic Search,Small Business
C002002,West,2025-02-06,Paid Search,Consumer
C002003,West,2025-05-30,Organic Search,Small Business
C002004,Northeast,2025-09-12,Organic Search,Consumer
C002005,Northeast,2025-01-08,Paid Social,Consumer
C002006,Midwest,2026-02-23,Paid Search,Consumer
C002007,Midwest,2025-02-01,Email,Consumer
C002008,West,2026-04-14,Organic Search,Consumer
C002009,Midwest,2025-06-03,Paid Social,Small Business
C002010,Northeast,2025-11-10,Organic Search,Small Business
C002011,West,2025-02-03,Paid Social,Consumer
C002012,West,2025-08-08,Referral,Consumer
C002013,,2025-01-01,Organic Search,Small Business
C002014,Midwest,2026-03-13,Email,Consumer
C002015,Northeast,2026-03-20,Organic Search,Consumer
C002016,Midwest,2026-06-09,Paid Social,Premium
C002017,Northeast,2025-11-23,Email,Small Business
C002018,West,2025-09-28,Paid Search,Consumer
C002019,West,2025-07-17,Email,Small Business
C002020,Midwest,2025-07-31,Organic Search,Consumer
C002021,Midwest,2026-05-23,Organic Search,Consumer
C002022,Midwest,2026-02-21,Paid Search,Consumer
C002023,West,2026-01-20,Paid Social,Consumer
C002024,West,2026-05-28,Email,Consumer
C002025,West,2025-12-29,Email,Premium
C002026,Northeast,2025-09-06,Referral,Consumer
C002027,Midwest,2026-06-28,Paid Search,Premium
C002028,Midwest,2025-02-01,Paid Social,Consumer
C002029,Northeast,2025-01-29,Email,Consumer
C002030,West,2025-10-28,Email,Consumer
C002031,West,2025-10-16,Organic Search,Consumer
C002032,Midwest,2025-07-29,Email,Small Business
C002033,Northeast,2025-12-01,Email,Small Business
C002034,Northeast,2026-05-15,Organic Search,Small Business
C002035,Northeast,2025-04-20,Referral,Small Business
C002036,Midwest,2025-12-15,Email,Small Business
C002037,Midwest,2026-06-08,Referral,Consumer
C002038,West,2025-08-08,Paid Search,Consumer
C002039,Midwest,2026-06-30,Paid Social,Consumer
C002040,Northeast,2025-04-10,Paid Social,Consumer
C002041,Midwest,2025-09-27,Organic Search,Consumer
C002042,Midwest,2026-05-28,Referral,Consumer
C002043,Northeast,2025-11-15,Paid Social,Consumer
C002044,Northeast,2025-03-24,Referral,Consumer
C002045,West,2026-02-15,Referral,Consumer
C002046,Northeast,2025-06-14,Referral,Consumer
C002047,Northeast,2026-02-04,Paid Social,Consumer
C002048,Midwest,2025-08-17,Paid Search,Consumer
C002049,West,2025-11-26,Organic Search,Consumer
C002050,West,2025-06-24,Organic Search,Consumer
C002051,Northeast,2026-01-17,Paid Search,Consumer
C002052,Midwest,2025-02-17,Referral,Consumer
C002053,Northeast,2026-03-06,Organic Search,Consumer
C002054,West,2026-03-10,Organic Search,Consumer
C002055,Northeast,2026-01-15,Organic Search,Small Business
C002056,Midwest,2025-01-29,Organic Search,Consumer
C002057,West,2026-04-06,Email,Small Business
C002058,Midwest,2026-01-21,Email,Consumer
C002059,West,2026-02-15,Email,Consumer
C002060,Northeast,2026-04-12,Paid Social,Small Business
C002061,West,2025-06-18,Organic Search,Consumer
C002062,West,2026-05-06,Paid Social,Consumer
C002063,West,2025-12-28,Organic Search,Consumer
C002064,West,2025-11-23,Email,Small Business
C002065,Midwest,2026-02-28,Email,Consumer
C002066,Midwest,2025-04-15,Paid Search,Consumer
C002067,Midwest,2025-08-31,Paid Search,Premium
C002068,West,2025-10-15,Email,Small Business
C002069,Midwest,2026-02-07,Paid Social,Small Business
C002070,Northeast,2025-04-10,Paid Social,Consumer
C002071,Northeast,2025-02-16,Paid Search,Consumer
C002072,,2026-01-04,Referral,Premium
C002073,Northeast,2026-04-19,Paid Search,Small Business
C002074,Midwest,2025-05-02,Paid Search,Small Business
C002075,West,2025-05-30,Paid Social,Consumer
C002076,West,2025-07-07,Paid Social,Consumer
C002077,Midwest,2025-09-10,Referral,Consumer
C002078,Northeast,2026-01-26,Paid Social,Consumer
C002079,Midwest,2026-06-05,Organic Search,Consumer
C002080,West,2025-09-02,Organic Search,Small Business
C002081,Northeast,2025-04-02,Paid Social,Small Business
C002082,West,2026-05-05,Referral,Consumer
C002083,Northeast,2026-04-16,Paid Search,Consumer
C002084,Northeast,2026-06-10,Organic Search,Consumer
C002085,West,2026-02-17,Referral,Small Business
C002086,Northeast,2026-02-01,Paid Search,Consumer
C002087,West,2026-05-26,Organic Search,Consumer
C002088,West,2025-07-06,Referral,Small Business
C002089,West,2026-06-06,Paid Social,Small Business
C002090,Northeast,2025-08-26,Email,Consumer
C002091,Northeast,2025-07-30,Organic Search,Consumer
C002092,West,2025-07-25,Organic Search,Premium
C002093,West,2025-11-02,Paid Social,Consumer
C002094,Northeast,2026-03-14,Email,Consumer
C002095,Northeast,2025-01-23,Organic Search,Consumer
C002096,,2025-08-17,Paid Search,Premium
C002097,Northeast,2025-04-24,Email,Consumer
C002098,,2025-05-09,Email,Premium
C002099,Northeast,2025-10-18,Organic Search,Consumer
C002100,Midwest,2025-08-05,Paid Social,Consumer
C002101,Midwest,2026-02-04,Referral,Small Business
C002102,Northeast,2025-10-28,Organic Search,Consumer
C002103,West,2025-08-18,Paid Social,Consumer
C002104,Northeast,2025-03-11,Paid Social,Consumer
C002105,West,2025-04-01,Email,Consumer
C002106,Midwest,2025-07-10,Paid Search,Consumer
C002107,Midwest,2025-03-26,Paid Search,Consumer
C002108,Midwest,2025-02-02,Email,Consumer
C002109,Midwest,2026-06-13,Paid Search,Small Business
C002110,Midwest,2025-12-06,Organic Search,Consumer
C002111,West,2025-01-17,Paid Search,Small Business
C002112,Northeast,2025-12-18,Email,Small Business
C002113,Midwest,2026-01-26,,Consumer
C002114,Midwest,2025-02-26,Organic Search,Consumer
C002115,Midwest,2025-06-16,Email,Consumer
C002116,Midwest,2025-04-24,Email,Small Business
C002117,West,2025-08-06,Paid Search,Consumer
C002118,Northeast,2025-10-21,Paid Search,Small Business
C002119,West,2025-09-19,,Small Business
C002120,Northeast,2025-05-20,Organic Search,Consumer
C002121,Northeast,2026-06-02,Organic Search,Consumer
C002122,Northeast,2026-01-12,Email,Consumer
C002123,Northeast,2025-11-30,Email,Consumer
C002124,Northeast,2026-05-25,Paid Search,Small Business
C002125,Northeast,2025-07-05,Organic Search,Consumer
C002126,Midwest,2026-03-26,Referral,Premium
C002127,West,2026-04-26,Referral,Consumer
C002128,West,2026-04-03,Paid Search,Consumer
C002129,Northeast,2025-02-04,Organic Search,Consumer
C002130,Northeast,2026-06-08,Organic Search,Consumer
C002131,Northeast,2025-07-05,Paid Social,Consumer
C002132,Midwest,2026-02-13,Organic Search,Small Business
C002133,Northeast,2025-09-23,Email,Consumer
C002134,Midwest,2025-06-24,Paid Social,Small Business
C002135,Northeast,2025-06-06,Paid Search,Consumer
C002136,Northeast,2026-06-06,Organic Search,Consumer
C002137,West,2025-08-30,Paid Search,Consumer
C002138,West,2026-01-17,Paid Social,Consumer
C002139,Northeast,2025-08-07,Organic Search,Consumer
C002140,Midwest,2025-08-18,Organic Search,Consumer
C002141,West,2025-08-01,Organic Search,Consumer
C002142,Midwest,2025-11-15,Paid Social,Consumer
C002143,,2026-02-08,Referral,Consumer
C002144,West,2026-05-14,Paid Search,Consumer
C002145,West,2026-02-01,Organic Search,Consumer
C002146,Midwest,2025-04-19,Referral,Small Business
C002147,West,2025-09-26,Paid Search,Consumer
C002148,West,2025-03-25,Organic Search,Small Business
C002149,Midwest,2025-02-16,Paid Search,Consumer
C002150,Midwest,2025-04-08,Paid Search,Premium
C002151,West,2026-03-02,Paid Search,Premium
C002152,West,2025-05-24,Referral,Consumer
C002153,West,2025-02-15,Paid Search,Premium
C002154,West,2026-01-24,Paid Search,Small Business
C002155,Northeast,2026-01-01,Paid Search,Consumer
C002156,West,2026-02-08,Paid Search,Small Business
C002157,Midwest,2025-09-12,Paid Social,Consumer
C002158,Midwest,2025-10-04,Paid Search,Consumer
C002159,West,2025-04-15,Paid Search,Consumer
C002160,West,2025-08-03,Organic Search,Consumer
C002161,,2026-03-23,Paid Social,Consumer
C002162,West,2025-10-03,Paid Social,Consumer
C002163,Midwest,2026-02-25,Paid Social,Small Business
C002164,West,2025-12-25,Organic Search,Consumer
C002165,Northeast,2026-04-27,Paid Search,Consumer
C002166,Northeast,2025-11-28,Paid Social,Small Business
C002167,West,2026-04-11,Paid Search,Consumer
C002168,Northeast,2025-03-31,Organic Search,Consumer
C002169,West,2025-04-01,Organic Search,Consumer
C002170,,2025-08-26,Paid Search,Consumer
C002171,Midwest,2025-11-15,Email,Consumer
C002172,Midwest,2025-02-06,Organic Search,Consumer
C002173,Northeast,2026-02-22,Organic Search,Consumer
C002174,West,2025-03-17,Referral,Small Business
C002175,Northeast,2025-01-21,Email,Consumer
C002176,Northeast,2026-02-26,Paid Search,Consumer
C002177,Midwest,2026-02-03,Paid Search,Consumer
C002178,Northeast,2025-02-02,Email,Premium
C002179,West,2025-03-03,Organic Search,Consumer
C002180,Northeast,2025-09-28,Paid Social,Small Business
C002181,Midwest,2025-01-14,Referral,Consumer
C002182,,2026-02-09,Paid Social,Consumer
C002183,West,2025-01-14,Email,Consumer
C002184,Northeast,2026-02-26,Paid Social,Consumer
C002185,Northeast,2025-03-07,Organic Search,Consumer
C002186,Midwest,2025-09-27,Organic Search,Consumer
C002187,West,2026-03-23,Paid Social,Small Business
C002188,Midwest,2025-04-03,Organic Search,Consumer
C002189,Northeast,2025-12-25,Organic Search,Consumer
C002190,West,2026-05-12,Email,Small Business
C002191,Midwest,2025-08-15,Organic Search,Consumer
C002192,Northeast,2026-06-21,Paid Social,Consumer
C002193,West,2026-02-14,Email,Consumer
C002194,Midwest,2026-03-14,Email,Consumer
C002195,West,2025-09-06,Referral,Consumer
C002196,Northeast,2026-01-29,Referral,Consumer
C002197,Northeast,2026-04-02,Organic Search,Consumer
C002198,West,2025-03-04,Organic Search,Small Business
C002199,West,2026-02-09,Paid Search,Consumer
C002200,Northeast,2025-03-08,Organic Search,Consumer
C002201,West,2025-03-01,Organic Search,Consumer
C002202,Midwest,2025-11-21,Paid Search,Consumer
C002203,West,2026-07-15,Email,Consumer
C002204,Midwest,2025-02-18,Paid Social,Consumer
C002205,West,2025-07-29,Email,Consumer
C002206,Midwest,2026-01-29,Email,Premium
C002207,West,2025-05-01,Paid Search,Consumer
C002208,Northeast,2026-03-14,Paid Social,Small Business
C002209,West,2025-01-22,Paid Social,Consumer
C002210,Northeast,2025-07-29,Organic Search,Consumer
C002211,,2025-02-07,Email,Consumer
C002212,West,2025-04-20,Paid Search,Consumer
C002213,West,2025-01-06,Email,Consumer
C002214,Midwest,2025-12-30,Paid Search,Small Business
C002215,Midwest,2026-04-17,Paid Search,Small Business
C002216,West,2025-06-02,Organic Search,Consumer
C002217,Northeast,2025-11-25,Organic Search,Consumer
C002218,Northeast,2026-01-27,Organic Search,Consumer
C002219,Northeast,2025-06-28,Paid Search,Small Business
C002220,West,2025-03-24,Referral,Consumer
C002221,Northeast,2026-05-07,Email,Consumer
C002222,Northeast,2025-01-21,Paid Search,Small Business
C002223,Midwest,2026-05-14,Paid Social,Consumer
C002224,West,2025-03-13,Paid Social,Consumer
C002225,West,2025-08-19,Organic Search,Consumer
C002226,Midwest,2025-09-17,Referral,Small Business
C002227,West,2025-01-02,Paid Search,Small Business
C002228,Midwest,2025-06-25,Paid Social,Consumer
C002229,Northeast,2025-12-15,Paid Social,Consumer
C002230,Northeast,2025-12-25,Paid Social,Small Business
C002231,Midwest,2025-11-25,Paid Social,Small Business
C002232,Midwest,2025-05-25,Email,Consumer
C002233,West,2026-03-16,Referral,Consumer
C002234,Northeast,2025-06-11,Organic Search,Small Business
C002235,West,2025-06-28,Organic Search,Consumer
C002236,West,2025-11-08,Paid Social,Consumer
C002237,West,2025-04-06,Paid Social,Consumer
C002238,West,2025-12-22,Email,Small Business
C002239,Midwest,2026-03-06,Organic Search,Consumer
C002240,West,2025-12-23,Organic Search,Consumer
C002241,West,2025-01-07,Paid Social,Consumer
C002242,Northeast,2025-12-22,Paid Social,Small Business
C002243,Midwest,2025-04-17,Email,Consumer
C002244,Midwest,2025-08-26,Paid Social,Consumer
C002245,Northeast,2025-04-05,Email,Consumer
C002246,West,2025-03-04,Email,Consumer
C002247,Midwest,2025-02-13,Paid Social,Consumer
C002248,Northeast,2025-09-28,Email,Consumer
C002249,West,2026-01-19,Email,Premium
C002250,Northeast,2025-04-19,Email,Consumer
