return_id,order_item_id,return_date,return_quantity,return_amount,return_reason
R0001406,OI00012273,2026-05-15,1,66.26,Not as Described
R0001407,OI00012274,2026-05-19,1,99.29,Changed Mind
R0001408,OI00012281,2026-05-03,1,615.62,Not as Described
R0001409,OI00012283,2026-05-14,1,151.51,Wrong Item
R0001410,OI00012308,2026-05-26,1,69.03,Changed Mind
R0001411,OI00012310,2026-05-11,1,165.1,Not as Described
R0001412,OI00012311,2026-05-27,1,125.8,Changed Mind
R0001413,OI00012319,2026-05-28,1,125.55,Not as Described
R0001414,OI00012331,2026-05-20,1,59.53,
R0001415,OI00012336,2026-06-05,1,139.69,Size or Fit
R0001416,OI00012359,2026-05-15,2,296.12,
R0001417,OI00012364,2026-05-12,1,77.3,Size or Fit
R0001418,OI00012390,2026-05-25,1,74.12,Not as Described
R0001419,OI00012394,2026-05-03,1,293.89,
R0001420,OI00012423,2026-05-20,1,74.94,Size or Fit
R0001421,OI00012425,2026-05-12,1,79.04,Not as Described
R0001422,OI00012454,2026-06-08,1,144.34,Size or Fit
R0001423,OI00012470,2026-05-22,2,522.71,
R0001424,OI00012482,2026-06-05,1,138.44,Size or Fit
R0001425,OI00012500,2026-05-12,1,123.77,Size or Fit
R0001426,OI00012502,2026-05-26,1,158.21,Size or Fit
R0001427,OI00012507,2026-05-09,1,386.74,Changed Mind
R0001428,OI00012514,2026-06-06,1,120.91,Size or Fit
R0001429,OI00012516,2026-06-02,2,301.22,Arrived Late
R0001430,OI00012519,2026-05-15,1,434.8,Changed Mind
R0001431,OI00012520,2026-06-07,1,76.72,Changed Mind
R0001432,OI00012536,2026-05-13,1,31.66,Not as Described
R0001433,OI00012557,2026-05-24,1,448.55,Changed Mind
R0001434,OI00012567,2026-05-11,1,124.48,Size or Fit
R0001435,OI00012578,2026-05-27,1,139.88,Damaged
R0001436,OI00012579,2026-06-07,1,138.01,Changed Mind
R0001437,OI00012582,2026-05-02,1,62.07,Not as Described
R0001438,OI00012587,2026-05-10,1,74.48,Damaged
R0001439,OI00012602,2026-06-05,2,145.76,Size or Fit
R0001440,OI00012603,2026-05-08,1,82.06,Not as Described
R0001441,OI00012607,2026-06-07,1,105.62,Wrong Item
R0001442,OI00012608,2026-05-20,1,39.81,Damaged
R0001443,OI00012616,2026-06-08,1,122.28,Size or Fit
R0001444,OI00012637,2026-05-06,1,82.78,
R0001445,OI00012652,2026-05-02,1,123.22,Size or Fit
R0001446,OI00012655,2026-05-28,1,120.89,Not as Described
R0001447,OI00012658,2026-05-23,1,281.08,Damaged
R0001448,OI00012661,2026-05-30,1,330.68,Changed Mind
R0001449,OI00012669,2026-06-05,1,135.26,Arrived Late
R0001450,OI00012670,2026-05-20,1,432.83,
R0001451,OI00012672,2026-05-11,1,357.5,Changed Mind
R0001452,OI00012675,2026-06-09,1,90.64,Damaged
R0001453,OI00012689,2026-06-06,1,468.73,Not as Described
R0001454,OI00012697,2026-06-06,1,370.25,Damaged
R0001455,OI00012703,2026-05-24,1,67.15,Arrived Late
R0001456,OI00012718,2026-05-30,1,300.41,
R0001457,OI00012722,2026-05-19,2,133.14,
R0001458,OI00012731,2026-05-31,1,267.54,Changed Mind
R0001459,OI00012735,2026-05-24,1,80.82,Changed Mind
R0001460,OI00012737,2026-05-09,1,196.69,Changed Mind
R0001461,OI00012746,2026-06-09,1,65.25,Changed Mind
R0001462,OI00012752,2026-05-26,1,142.63,Arrived Late
R0001463,OI00012764,2026-05-29,1,154.65,Not as Described
R0001464,OI00012775,2026-06-06,1,192.95,Damaged
R0001465,OI00012783,2026-05-08,1,273.54,Not as Described
R0001466,OI00012789,2026-05-12,2,166.82,Size or Fit
R0001467,OI00012791,2026-05-30,2,1359.38,Arrived Late
R0001468,OI00012797,2026-06-04,1,85.2,Size or Fit
R0001469,OI00012799,2026-05-28,1,664.53,Size or Fit
R0001470,OI00012811,2026-05-06,1,628.18,Size or Fit
R0001471,OI00012815,2026-05-27,1,123.31,Size or Fit
R0001472,OI00012817,2026-05-03,1,62.61,Not as Described
R0001473,OI00012832,2026-06-07,1,267.55,Damaged
R0001474,OI00012833,2026-06-01,1,79.08,Size or Fit
R0001475,OI00012834,2026-06-11,1,160.71,Damaged
R0001476,OI00012849,2026-05-05,1,56.64,Changed Mind
R0001477,OI00012877,2026-05-13,1,80.17,Changed Mind
R0001478,OI00012880,2026-05-05,1,109.67,Size or Fit
R0001479,OI00012883,2026-05-23,1,95.92,Not as Described
R0001480,OI00012897,2026-06-07,1,69.5,Changed Mind
R0001481,OI00012899,2026-06-07,1,28.64,Changed Mind
R0001482,OI00012900,2026-05-24,2,822.2,Size or Fit
R0001483,OI00012902,2026-05-03,1,83.74,Changed Mind
R0001484,OI00012943,2026-06-04,1,124.47,Wrong Item
R0001485,OI00012954,2026-05-23,1,139.71,
R0001486,OI00012955,2026-05-23,1,70.58,Arrived Late
R0001487,OI00012975,2026-05-07,1,24.8,Changed Mind
R0001488,OI00012978,2026-06-04,1,132.87,Damaged
R0001489,OI00012983,2026-05-16,1,75.29,Size or Fit
R0001490,OI00012989,2026-05-26,2,649.62,Changed Mind
R0001491,OI00012997,2026-05-31,1,256.28,Wrong Item
R0001492,OI00013000,2026-05-15,1,123.99,Size or Fit
R0001493,OI00013002,2026-06-07,1,102.73,Size or Fit
R0001494,OI00013003,2026-05-26,1,295.05,Size or Fit
R0001495,OI00013004,2026-05-14,1,86.98,Size or Fit
R0001496,OI00013007,2026-05-08,2,225.94,Size or Fit
R0001497,OI00013008,2026-05-14,1,127.76,Not as Described
R0001498,OI00013017,2026-05-08,1,81.18,Size or Fit
R0001499,OI00013019,2026-05-23,1,798.37,Size or Fit
R0001500,OI00013022,2026-05-17,1,655.37,Damaged
R0001501,OI00013024,2026-05-30,1,45.31,
R0001502,OI00013028,2026-05-16,1,157.86,Changed Mind
R0001503,OI00013034,2026-06-08,1,77.91,
R0001504,OI00013041,2026-06-07,1,138.53,Size or Fit
R0001505,OI00013072,2026-05-31,1,82.39,Arrived Late
R0001506,OI00013075,2026-05-17,1,42.99,Changed Mind
R0001507,OI00013076,2026-06-06,1,59.47,Damaged
R0001508,OI00013086,2026-06-09,1,141.5,Size or Fit
R0001509,OI00013091,2026-05-30,1,55.76,Not as Described
R0001510,OI00013094,2026-05-24,1,59.78,Size or Fit
R0001511,OI00013095,2026-05-21,1,154.96,Damaged
R0001512,OI00013098,2026-05-19,1,100.25,Size or Fit
R0001513,OI00013099,2026-05-25,1,143.69,Size or Fit
R0001514,OI00013108,2026-06-12,1,115.39,Arrived Late
R0001515,OI00013111,2026-05-20,1,120.19,Not as Described
R0001516,OI00013122,2026-06-05,1,273.48,Damaged
R0001517,OI00013136,2026-05-19,1,82.49,Changed Mind
R0001518,OI00013150,2026-05-15,1,575.76,
R0001519,OI00013160,2026-06-08,1,143.06,Changed Mind
R0001520,OI00013161,2026-05-16,1,159.34,Size or Fit
R0001521,OI00013184,2026-05-15,1,645.38,
R0001522,OI00013185,2026-05-25,1,110.47,Size or Fit
R0001523,OI00013199,2026-05-21,1,111.86,Size or Fit
R0001524,OI00013209,2026-05-08,1,349.97,Not as Described
R0001525,OI00013213,2026-06-14,1,389.16,Damaged
R0001526,OI00013216,2026-05-27,2,734.3,Changed Mind
R0001527,OI00013230,2026-05-20,1,68.86,Changed Mind
R0001528,OI00013239,2026-06-01,1,141.16,Size or Fit
R0001529,OI00013242,2026-06-07,1,220.13,Changed Mind
R0001530,OI00013253,2026-06-04,1,72.57,Size or Fit
R0001531,OI00013254,2026-06-11,1,41.86,Arrived Late
R0001532,OI00013264,2026-05-25,2,302.02,Size or Fit
R0001533,OI00013275,2026-05-27,1,123.01,Damaged
R0001534,OI00013284,2026-06-12,1,620.97,Damaged
R0001535,OI00013292,2026-06-10,1,258.99,Damaged
R0001536,OI00013295,2026-05-23,1,432.84,Arrived Late
R0001537,OI00013301,2026-05-22,1,271.7,Size or Fit
R0001538,OI00013314,2026-06-04,1,85.05,Size or Fit
R0001539,OI00013317,2026-06-06,1,66.34,Size or Fit
R0001540,OI00013318,2026-05-15,1,121.6,Size or Fit
R0001541,OI00013324,2026-06-05,1,115.76,
R0001542,OI00013328,2026-06-05,2,575.32,Size or Fit
R0001543,OI00013343,2026-05-13,1,155.91,Wrong Item
R0001544,OI00013347,2026-05-27,1,66.85,Not as Described
R0001545,OI00013350,2026-06-02,1,622.16,Changed Mind
R0001546,OI00013352,2026-05-24,1,83.61,Size or Fit
R0001547,OI00013353,2026-05-11,1,155.7,Damaged
R0001548,OI00013376,2026-06-07,1,264.82,Damaged
R0001549,OI00013380,2026-05-20,1,369.14,Wrong Item
R0001550,OI00013386,2026-05-22,1,451.8,Size or Fit
R0001551,OI00013392,2026-06-14,1,89.5,Not as Described
R0001552,OI00013396,2026-05-11,1,117.46,Changed Mind
R0001553,OI00013403,2026-05-15,1,142.16,Size or Fit
R0001554,OI00013405,2026-05-23,1,83.95,Arrived Late
R0001555,OI00013409,2026-05-28,1,67.92,Wrong Item
R0001556,OI00013413,2026-05-18,1,82.27,Changed Mind
R0001557,OI00013430,2026-05-22,1,366.47,
R0001558,OI00013432,2026-05-31,1,143.96,Damaged
R0001559,OI00013433,2026-05-12,1,109.56,Size or Fit
R0001560,OI00013435,2026-05-10,1,254.91,Wrong Item
R0001561,OI00013454,2026-05-20,1,453.26,Size or Fit
R0001562,OI00013457,2026-06-04,1,85.51,
R0001563,OI00013491,2026-06-15,1,186.46,Changed Mind
R0001564,OI00013495,2026-05-23,1,189.71,Size or Fit
R0001565,OI00013498,2026-05-29,1,43.58,Not as Described
R0001566,OI00013499,2026-05-12,1,606.06,
R0001567,OI00013503,2026-05-19,1,617.2,Not as Described
R0001568,OI00013508,2026-06-14,1,73.64,Not as Described
R0001569,OI00013509,2026-06-05,1,529.69,Damaged
R0001570,OI00013510,2026-06-12,1,153.3,Arrived Late
R0001571,OI00013515,2026-05-09,1,642.88,Changed Mind
R0001572,OI00013518,2026-06-13,1,142.2,Damaged
R0001573,OI00013531,2026-06-14,1,215.85,Not as Described
R0001574,OI00013535,2026-05-21,1,411.79,Changed Mind
R0001575,OI00013539,2026-06-16,1,234.56,Damaged
R0001576,OI00013548,2026-05-21,1,781.83,Not as Described
R0001577,OI00013555,2026-05-09,1,80.66,Damaged
R0001578,OI00013572,2026-05-14,1,259.04,
R0001579,OI00013576,2026-06-08,1,805.42,
R0001580,OI00013578,2026-06-17,1,772.09,
R0001581,OI00013579,2026-05-25,1,107.93,Size or Fit
R0001582,OI00013583,2026-05-22,1,79.16,Size or Fit
R0001583,OI00013589,2026-05-21,1,299.85,Not as Described
R0001584,OI00013598,2026-05-23,1,325.62,
R0001585,OI00013607,2026-05-23,1,28.24,Arrived Late
R0001586,OI00013609,2026-05-15,1,687.16,Wrong Item
R0001587,OI00013617,2026-06-04,1,158.55,Damaged
R0001588,OI00013622,2026-06-15,1,137.32,Size or Fit
R0001589,OI00013623,2026-06-04,1,374.4,Damaged
R0001590,OI00013628,2026-05-17,1,39.04,Arrived Late
R0001591,OI00013642,2026-05-26,1,274.28,
R0001592,OI00013650,2026-06-09,1,67.97,Damaged
R0001593,OI00013654,2026-06-10,1,121.78,Arrived Late
R0001594,OI00013656,2026-05-18,1,368.5,Size or Fit
R0001595,OI00013668,2026-06-13,1,125.21,
R0001596,OI00013679,2026-05-13,1,269.34,Not as Described
R0001597,OI00013691,2026-05-14,1,73.55,
R0001598,OI00013701,2026-06-15,1,779.47,Size or Fit
R0001599,OI00013705,2026-05-21,1,160.13,Changed Mind
R0001600,OI00013707,2026-06-06,1,66.3,Arrived Late
R0001601,OI00013713,2026-05-30,1,57.5,Arrived Late
R0001602,OI00013725,2026-05-24,1,66.44,Not as Described
R0001603,OI00013728,2026-06-07,1,138.7,Size or Fit
R0001604,OI00013731,2026-05-25,1,139.09,Size or Fit
R0001605,OI00013735,2026-05-13,1,224.15,
R0001606,OI00013738,2026-05-25,1,80.16,
R0001607,OI00013741,2026-05-23,1,80.43,Changed Mind
R0001608,OI00013776,2026-06-05,1,87.75,Wrong Item
R0001609,OI00013790,2026-05-24,3,185.22,Changed Mind
R0001610,OI00013796,2026-05-12,1,81.07,Wrong Item
R0001611,OI00013809,2026-05-21,1,82.16,Size or Fit
R0001612,OI00013845,2026-06-03,1,148.19,Damaged
R0001613,OI00013864,2026-05-12,1,78.97,Wrong Item
R0001614,OI00013865,2026-05-15,1,410.65,Size or Fit
R0001615,OI00013881,2026-06-16,1,72.85,Not as Described
R0001616,OI00013903,2026-05-11,1,74.02,Size or Fit
R0001617,OI00013905,2026-06-10,1,74.4,Size or Fit
R0001618,OI00013906,2026-06-11,1,332.96,Damaged
R0001619,OI00013908,2026-06-15,1,128.03,Arrived Late
R0001620,OI00013909,2026-06-18,1,85.08,Size or Fit
R0001621,OI00013924,2026-06-19,1,142.2,Size or Fit
R0001622,OI00013954,2026-05-23,1,82.44,
R0001623,OI00013971,2026-05-30,1,414.15,Damaged
R0001624,OI00013974,2026-05-16,1,126.43,Damaged
R0001625,OI00013978,2026-05-22,1,83.13,Size or Fit
R0001626,OI00013979,2026-06-03,1,159.38,Damaged
R0001627,OI00013983,2026-05-13,1,80.45,
R0001628,OI00013986,2026-05-27,1,77.89,Changed Mind
R0001629,OI00013991,2026-05-26,1,160.34,Size or Fit
R0001630,OI00013992,2026-05-16,1,121.76,Damaged
R0001631,OI00014007,2026-06-21,2,350.49,Changed Mind
R0001632,OI00014016,2026-06-05,1,133.44,Not as Described
R0001633,OI00014020,2026-05-12,1,139.96,Size or Fit
R0001634,OI00014024,2026-06-16,1,23.05,Not as Described
R0001635,OI00014027,2026-06-15,1,67.07,Changed Mind
R0001636,OI00014031,2026-05-20,1,121.8,Changed Mind
R0001637,OI00014033,2026-05-31,1,69.13,Not as Described
R0001638,OI00014034,2026-05-31,1,67.69,Wrong Item
R0001639,OI00014044,2026-05-23,1,44.58,Changed Mind
R0001640,OI00014046,2026-06-10,1,359.82,Wrong Item
R0001641,OI00014049,2026-06-12,1,80.87,Size or Fit
R0001642,OI00014052,2026-05-15,1,118.23,Changed Mind
R0001643,OI00014061,2026-06-21,1,81.53,Changed Mind
R0001644,OI00014063,2026-05-13,1,102.52,Changed Mind
R0001645,OI00014064,2026-06-08,1,109.82,Size or Fit
R0001646,OI00014065,2026-05-19,1,124.56,Changed Mind
R0001647,OI00014068,2026-05-21,1,144.11,Size or Fit
R0001648,OI00014072,2026-06-09,1,152.94,Changed Mind
R0001649,OI00014088,2026-06-12,2,278.4,Arrived Late
R0001650,OI00014094,2026-06-11,1,67.79,Size or Fit
R0001651,OI00014097,2026-05-29,2,295.64,Size or Fit
R0001652,OI00014101,2026-05-20,1,164.73,Not as Described
R0001653,OI00014113,2026-06-02,2,253.84,Damaged
R0001654,OI00014115,2026-06-08,1,96.92,Arrived Late
R0001655,OI00014119,2026-06-01,1,111.33,Size or Fit
R0001656,OI00014123,2026-06-20,1,242.8,Changed Mind
R0001657,OI00014128,2026-05-31,1,239.08,Arrived Late
R0001658,OI00014131,2026-05-13,1,651.67,Damaged
R0001659,OI00014132,2026-05-31,1,85.86,Changed Mind
R0001660,OI00014135,2026-05-21,1,108.9,Size or Fit
R0001661,OI00014136,2026-05-13,1,66.36,Changed Mind
R0001662,OI00014141,2026-06-10,2,820.8,Arrived Late
R0001663,OI00014150,2026-06-15,1,51.38,Changed Mind
R0001664,OI00014153,2026-06-09,1,118.55,Changed Mind
R0001665,OI00014156,2026-06-14,1,75.3,Not as Described
R0001666,OI00014157,2026-05-24,1,91.64,Changed Mind
R0001667,OI00014165,2026-06-03,2,559.98,
R0001668,OI00014171,2026-05-22,1,151.51,Changed Mind
R0001669,OI00014174,2026-06-10,1,66.65,Size or Fit
R0001670,OI00014183,2026-06-04,1,139.3,Changed Mind
R0001671,OI00014195,2026-06-13,1,641.9,Not as Described
R0001672,OI00014205,2026-06-16,1,67.3,Wrong Item
R0001673,OI00014219,2026-06-02,2,267.56,Wrong Item
R0001674,OI00014227,2026-06-15,1,80.42,Not as Described
R0001675,OI00014236,2026-06-21,1,152.18,
R0001676,OI00014238,2026-06-12,1,641.13,Wrong Item
R0001677,OI00014239,2026-06-01,1,12.15,Changed Mind
R0001678,OI00014249,2026-06-14,1,688.95,Size or Fit
R0001679,OI00014250,2026-06-23,1,139.42,Wrong Item
R0001680,OI00014254,2026-06-21,1,142.09,
R0001681,OI00014266,2026-05-20,1,89.28,Not as Described
R0001682,OI00014268,2026-06-18,1,142.28,
R0001683,OI00014271,2026-05-15,1,57.56,Not as Described
R0001684,OI00014282,2026-05-31,1,448.29,Changed Mind
R0001685,OI00014285,2026-05-22,2,242.66,Changed Mind
R0001686,OI00014303,2026-06-10,1,139.83,Damaged
R0001687,OI00014323,2026-06-10,1,71.72,Size or Fit
R0001688,OI00014324,2026-06-19,1,124.0,Changed Mind
R0001689,OI00014326,2026-06-20,1,125.25,
R0001690,OI00014333,2026-06-01,1,413.43,Changed Mind
R0001691,OI00014350,2026-05-18,1,83.92,Size or Fit
R0001692,OI00014354,2026-06-10,1,80.13,Wrong Item
R0001693,OI00014361,2026-05-15,1,143.55,Size or Fit
R0001694,OI00014371,2026-06-12,1,82.46,Size or Fit
R0001695,OI00014375,2026-05-23,1,123.26,Changed Mind
R0001696,OI00014391,2026-06-20,1,175.53,
R0001697,OI00014394,2026-05-20,1,74.25,Size or Fit
R0001698,OI00014399,2026-05-17,1,92.06,Not as Described
R0001699,OI00014400,2026-06-13,1,98.05,Size or Fit
R0001700,OI00014414,2026-06-11,1,75.56,Changed Mind
R0001701,OI00014415,2026-06-22,1,78.83,Size or Fit
R0001702,OI00014422,2026-05-15,1,318.32,Size or Fit
R0001703,OI00014428,2026-06-03,1,99.61,Arrived Late
R0001704,OI00014440,2026-06-16,1,315.83,
R0001705,OI00014442,2026-05-26,1,286.51,Not as Described
R0001706,OI00014448,2026-06-01,1,117.38,Damaged
R0001707,OI00014459,2026-05-24,1,26.67,Size or Fit
R0001708,OI00014468,2026-06-14,2,1625.36,
R0001709,OI00014477,2026-05-17,2,133.88,Changed Mind
R0001710,OI00014480,2026-05-17,1,646.4,Changed Mind
R0001711,OI00014483,2026-06-23,1,124.87,Changed Mind
R0001712,OI00014488,2026-05-25,1,87.89,Size or Fit
R0001713,OI00014501,2026-06-22,1,655.0,
R0001714,OI00014510,2026-05-20,1,68.37,Changed Mind
R0001715,OI00014553,2026-06-16,1,261.0,Not as Described
R0001716,OI00014565,2026-06-16,1,108.9,Damaged
R0001717,OI00014568,2026-05-20,1,138.89,Wrong Item
R0001718,OI00014585,2026-05-29,1,456.17,Not as Described
R0001719,OI00014588,2026-06-13,1,247.57,
R0001720,OI00014592,2026-06-22,1,72.05,Not as Described
R0001721,OI00014595,2026-06-19,1,163.79,Changed Mind
R0001722,OI00014599,2026-06-04,2,1355.08,Changed Mind
R0001723,OI00014600,2026-05-26,1,102.39,Arrived Late
R0001724,OI00014606,2026-06-24,1,140.62,Wrong Item
R0001725,OI00014609,2026-06-12,1,412.65,Arrived Late
R0001726,OI00014610,2026-05-31,1,106.42,Changed Mind
R0001727,OI00014624,2026-06-12,2,157.94,Size or Fit
R0001728,OI00014629,2026-05-29,1,368.25,Changed Mind
R0001729,OI00014636,2026-06-12,1,70.12,
R0001730,OI00014637,2026-05-23,1,224.74,Size or Fit
R0001731,OI00014649,2026-05-24,1,127.07,Not as Described
R0001732,OI00014650,2026-06-08,1,108.35,Size or Fit
R0001733,OI00014651,2026-06-25,1,433.63,Changed Mind
R0001734,OI00014672,2026-06-12,1,671.4,Damaged
R0001735,OI00014674,2026-06-17,1,80.8,Size or Fit
R0001736,OI00014704,2026-05-20,1,111.41,Changed Mind
R0001737,OI00014718,2026-06-12,1,73.64,Size or Fit
R0001738,OI00014719,2026-06-21,1,230.06,Not as Described
R0001739,OI00014722,2026-05-29,1,45.27,Not as Described
R0001740,OI00014730,2026-05-23,1,103.52,Changed Mind
R0001741,OI00014735,2026-06-03,1,652.89,
R0001742,OI00014736,2026-06-07,1,159.52,Size or Fit
R0001743,OI00014744,2026-05-27,1,688.28,
R0001744,OI00014750,2026-06-07,1,657.63,Size or Fit
R0001745,OI00014761,2026-06-06,1,102.09,Changed Mind
R0001746,OI00014763,2026-06-03,1,83.88,
R0001747,OI00014766,2026-06-11,1,142.59,
R0001748,OI00014767,2026-05-28,1,163.65,Not as Described
R0001749,OI00014778,2026-06-25,1,78.8,Arrived Late
R0001750,OI00014799,2026-06-02,1,641.14,Not as Described
R0001751,OI00014802,2026-06-22,1,53.39,Size or Fit
R0001752,OI00014806,2026-06-18,1,74.45,Size or Fit
R0001753,OI00014816,2026-05-29,2,154.24,Arrived Late
R0001754,OI00014824,2026-06-08,1,83.71,Size or Fit
R0001755,OI00014828,2026-06-02,2,821.6,
R0001756,OI00014837,2026-06-01,1,111.19,
R0001757,OI00014845,2026-06-16,1,81.51,
R0001758,OI00014853,2026-06-12,1,67.1,Size or Fit
R0001759,OI00014856,2026-06-05,1,136.01,Size or Fit
R0001760,OI00014859,2026-05-26,1,82.54,Damaged
R0001761,OI00014862,2026-06-06,1,466.98,Size or Fit
R0001762,OI00014882,2026-06-19,2,549.92,Arrived Late
R0001763,OI00014903,2026-06-25,1,231.79,Damaged
R0001764,OI00014906,2026-06-10,1,117.61,Arrived Late
R0001765,OI00014921,2026-06-16,1,67.2,Size or Fit
R0001766,OI00014922,2026-05-30,1,78.53,Arrived Late
R0001767,OI00014923,2026-06-03,1,139.86,Damaged
R0001768,OI00014933,2026-05-27,1,82.13,
R0001769,OI00014975,2026-06-24,1,126.61,Wrong Item
R0001770,OI00014989,2026-06-16,1,99.29,Wrong Item
R0001771,OI00014995,2026-06-24,1,147.72,Damaged
R0001772,OI00015005,2026-06-17,1,103.99,Changed Mind
R0001773,OI00015006,2026-06-16,1,294.91,Size or Fit
R0001774,OI00015015,2026-05-26,1,635.08,Size or Fit
R0001775,OI00015021,2026-06-21,1,103.0,Changed Mind
R0001776,OI00015029,2026-06-12,2,304.58,Changed Mind
R0001777,OI00015042,2026-05-19,1,66.36,Not as Described
R0001778,OI00015046,2026-06-26,1,653.66,Not as Described
R0001779,OI00015061,2026-05-29,1,601.33,Size or Fit
R0001780,OI00015082,2026-05-26,1,107.51,Damaged
R0001781,OI00015086,2026-05-31,1,744.64,Changed Mind
R0001782,OI00015096,2026-06-08,1,126.37,Size or Fit
R0001783,OI00015099,2026-06-15,1,132.47,Damaged
R0001784,OI00015109,2026-06-17,2,216.8,Size or Fit
R0001785,OI00015123,2026-06-14,2,868.04,Size or Fit
R0001786,OI00015130,2026-06-10,1,505.79,Size or Fit
R0001787,OI00015131,2026-06-06,1,261.08,Damaged
R0001788,OI00015137,2026-06-21,1,152.3,Size or Fit
R0001789,OI00015146,2026-06-26,1,108.92,Size or Fit
R0001790,OI00015168,2026-06-23,1,344.62,Damaged
R0001791,OI00015172,2026-05-27,1,135.61,Changed Mind
R0001792,OI00015187,2026-06-26,1,153.42,Changed Mind
R0001793,OI00015192,2026-06-17,1,110.28,Changed Mind
R0001794,OI00015194,2026-06-02,1,538.87,
R0001795,OI00015207,2026-06-05,1,111.11,Damaged
R0001796,OI00015222,2026-06-02,1,164.27,Damaged
R0001797,OI00015236,2026-06-10,1,196.6,Arrived Late
R0001798,OI00015239,2026-06-06,1,68.13,Changed Mind
R0001799,OI00015255,2026-06-02,1,79.0,Size or Fit
R0001800,OI00015268,2026-05-30,1,135.02,
R0001801,OI00015276,2026-06-21,2,313.38,Size or Fit
R0001802,OI00015279,2026-06-16,1,86.72,Size or Fit
R0001803,OI00015281,2026-06-26,1,140.3,Size or Fit
R0001804,OI00015290,2026-05-26,1,77.85,Size or Fit
R0001805,OI00015294,2026-06-08,1,13.89,Size or Fit
R0001806,OI00015296,2026-06-14,1,437.96,
R0001807,OI00015305,2026-06-30,1,111.78,Wrong Item
R0001808,OI00015313,2026-05-27,1,68.86,Size or Fit
R0001809,OI00015332,2026-06-18,1,76.66,Size or Fit
R0001810,OI00015339,2026-06-27,1,159.47,
R0001811,OI00015352,2026-06-23,2,236.56,Wrong Item
R0001812,OI00015353,2026-06-20,1,81.44,
R0001813,OI00015355,2026-06-18,1,141.23,Not as Described
R0001814,OI00015358,2026-05-24,1,69.67,Not as Described
R0001815,OI00015383,2026-06-29,1,141.54,Changed Mind
R0001816,OI00015401,2026-06-11,1,70.49,Size or Fit
R0001817,OI00015406,2026-06-12,1,65.74,Changed Mind
R0001818,OI00015431,2026-06-04,1,18.84,Size or Fit
R0001819,OI00015443,2026-06-16,1,632.15,Not as Described
R0001820,OI00015444,2026-06-10,1,122.79,Changed Mind
R0001821,OI00015450,2026-06-16,1,328.84,Arrived Late
R0001822,OI00015453,2026-06-05,1,112.57,Size or Fit
R0001823,OI00015458,2026-06-23,1,440.55,Damaged
R0001824,OI00015472,2026-06-07,1,119.71,Not as Described
R0001825,OI00015477,2026-05-23,1,79.51,Not as Described
R0001826,OI00015479,2026-06-20,1,65.4,Arrived Late
R0001827,OI00015486,2026-06-04,1,60.44,Wrong Item
R0001828,OI00015487,2026-06-14,1,315.25,Changed Mind
R0001829,OI00015493,2026-05-30,2,682.0,Changed Mind
R0001830,OI00015509,2026-06-06,1,146.34,Damaged
R0001831,OI00015520,2026-06-29,1,110.84,Damaged
R0001832,OI00015521,2026-06-20,1,142.98,Size or Fit
R0001833,OI00015526,2026-06-05,1,660.58,Size or Fit
R0001834,OI00015527,2026-06-24,1,151.64,Damaged
R0001835,OI00015532,2026-06-11,1,84.58,Damaged
R0001836,OI00015533,2026-05-29,1,136.69,Changed Mind
R0001837,OI00015537,2026-06-14,1,115.7,Changed Mind
R0001838,OI00015543,2026-06-05,1,110.19,Arrived Late
R0001839,OI00015549,2026-06-16,1,145.56,Size or Fit
R0001840,OI00015550,2026-06-11,1,65.72,Size or Fit
R0001841,OI00015553,2026-06-15,1,135.83,Changed Mind
R0001842,OI00015562,2026-06-16,1,134.53,Arrived Late
R0001843,OI00015568,2026-06-18,1,64.08,Damaged
R0001844,OI00015584,2026-06-05,1,125.38,Size or Fit
R0001845,OI00015588,2026-06-29,1,152.19,Size or Fit
R0001846,OI00015592,2026-07-02,1,84.8,Changed Mind
R0001847,OI00015601,2026-06-16,1,290.43,
R0001848,OI00015609,2026-06-02,1,110.72,Size or Fit
R0001849,OI00015611,2026-06-13,1,329.6,Damaged
R0001850,OI00015620,2026-06-14,1,288.17,Changed Mind
R0001851,OI00015623,2026-06-04,1,53.23,Size or Fit
R0001852,OI00015625,2026-06-17,1,77.35,Wrong Item
R0001853,OI00015632,2026-06-30,1,128.6,Size or Fit
R0001854,OI00015653,2026-05-29,1,126.51,Changed Mind
R0001855,OI00015676,2026-06-27,1,128.26,Not as Described
R0001856,OI00015692,2026-07-01,2,103.92,Damaged
R0001857,OI00015711,2026-06-29,1,138.93,Size or Fit
R0001858,OI00015712,2026-05-27,1,146.39,Changed Mind
R0001859,OI00015742,2026-05-25,1,245.35,Damaged
R0001860,OI00015745,2026-06-21,1,154.62,Changed Mind
R0001861,OI00015768,2026-06-03,1,82.5,Arrived Late
R0001862,OI00015772,2026-06-28,1,62.33,Damaged
R0001863,OI00015779,2026-06-07,1,127.65,Wrong Item
R0001864,OI00015788,2026-06-10,1,122.81,Damaged
R0001865,OI00015790,2026-07-01,1,65.55,Damaged
R0001866,OI00015798,2026-07-04,1,107.32,Not as Described
R0001867,OI00015799,2026-06-08,1,158.9,Arrived Late
R0001868,OI00015804,2026-06-18,2,158.76,Damaged
R0001869,OI00015806,2026-06-09,1,621.94,Not as Described
R0001870,OI00015831,2026-06-18,1,354.51,Arrived Late
R0001871,OI00015835,2026-07-02,1,271.49,Wrong Item
